id,CPU Name,CPU Mark(higher is better),Rank(lower is better),CPU Value(higher is better),Price(USD)
2868,Intel Core i7-6498DU @ 2.50GHz,"3,351",2534,NA,NA
2869,Intel Core i7-6500U @ 2.50GHz,"3,281",2564,8.35,$393.00*
2870,Intel Core i7-6560U @ 2.20GHz,"3,354",2531,NA,NA
2871,Intel Core i7-6567U @ 3.30GHz,"3,710",2401,NA,NA
2872,Intel Core i7-6600U @ 2.60GHz,"3,409",2505,NA,NA
2873,Intel Core i7-660UM @ 1.33GHz,"1,284",3743,NA,NA
2874,Intel Core i7-6650U @ 2.20GHz,"3,549",2453,NA,NA
2875,Intel Core i7-6660U @ 2.40GHz,"3,628",2431,8.74,$415.00*
2876,Intel Core i7-6700 @ 3.40GHz,"8,057",1539,20.66,$389.95*
2877,Intel Core i7-6700HQ @ 2.60GHz,"6,525",1777,17.26,$378.00*
2878,Intel Core i7-6700K @ 4.00GHz,"8,936",1451,72.41,$123.40
2879,Intel Core i7-6700T @ 2.80GHz,"7,061",1679,89.38,$79.00
2880,Intel Core i7-6700TE @ 2.40GHz,"6,185",1846,NA,NA
2881,Intel Core i7-6770HQ @ 2.60GHz,"7,124",1672,11.51,$619.00*
2882,Intel Core i7-6800K @ 3.40GHz,"10,735",1307,147.07,$72.99
2883,Intel Core i7-680UM @ 1.47GHz,"1,196",3828,NA,NA
2884,Intel Core i7-6820EQ @ 2.80GHz,"7,025",1689,NA,NA
2885,Intel Core i7-6820HK @ 2.70GHz,"7,008",1693,18.54,$378.00*
2886,Intel Core i7-6820HQ @ 2.70GHz,"6,773",1733,NA,NA
2887,Intel Core i7-6822EQ @ 2.00GHz,"5,550",1986,NA,NA
2888,Intel Core i7-6850K @ 3.60GHz,"11,428",1262,120.29,$95.00
2889,Intel Core i7-6900K @ 3.20GHz,"14,483",1062,64.37,$225.00
2890,Intel Core i7-6920HQ @ 2.90GHz,"7,282",1644,12.82,$568.00*
2891,Intel Core i7-6950X @ 3.00GHz,"17,650",905,55.21,$319.69
2892,Intel Core i7-6970HQ @ 2.80GHz,"4,632",2165,NA,NA
2893,Intel Core i7-720QM @ 1.60GHz,"1,662",3467,5.54,$299.95*
2894,Intel Core i7-740QM @ 1.73GHz,"1,837",3344,9.67,$189.95*
2895,Intel Core i7-7500U @ 2.70GHz,"3,639",2427,6.75,$539.00*
2896,Intel Core i7-7560U @ 2.40GHz,"3,806",2367,NA,NA
2897,Intel Core i7-7567U @ 3.50GHz,"4,093",2288,5.58,$733.99*
2898,Intel Core i7-7600U @ 2.80GHz,"3,694",2409,NA,NA
2899,Intel Core i7-7660U @ 2.50GHz,"4,054",2306,NA,NA
2900,Intel Core i7-7700 @ 3.60GHz,"8,642",1473,69.13,$125.00
2901,Intel Core i7-7700HQ @ 2.80GHz,"6,888",1712,18.22,$378.00*
2902,Intel Core i7-7700K @ 4.20GHz,"9,626",1387,57.00,$168.88
2903,Intel Core i7-7700T @ 2.90GHz,"7,577",1599,54.51,$139.00
2904,Intel Core i7-7740X @ 4.30GHz,"9,640",1385,62.19,$155.00*
2905,Intel Core i7-7800X @ 3.50GHz,"12,978",1170,39.33,$329.95*
2906,Intel Core i7-7820EQ @ 3.00GHz,"7,542",1607,19.95,$378.00*
2907,Intel Core i7-7820HK @ 2.90GHz,"7,401",1622,19.58,$378.00*
2908,Intel Core i7-7820HQ @ 2.90GHz,"7,165",1666,18.96,$378.00*
2909,Intel Core i7-7820X @ 3.60GHz,"17,172",932,23.59,$728.06
2910,Intel Core i7-7900X @ 3.30GHz,"21,008",725,NA,NA
2911,Intel Core i7-7920HQ @ 3.10GHz,"7,289",1641,12.83,$568.00*
2912,Intel Core i7-7Y75 @ 1.30GHz,"2,548",2907,NA,NA
2913,Intel Core i7-8086K @ 4.00GHz,"14,073",1098,40.79,$345.00
2914,Intel Core i7-820QM @ 1.73GHz,"1,810",3367,14.03,$129.00*
2915,Intel Core i7-840QM @ 1.87GHz,"1,970",3253,23.17,$85.00*
2916,Intel Core i7-8500Y @ 1.50GHz,"2,453",2958,6.24,$393.00*
2917,Intel Core i7-8550U @ 1.80GHz,"5,845",1914,NA,NA
2918,Intel Core i7-8557U @ 1.70GHz,"7,309",1638,16.96,$431.00*
2919,Intel Core i7-8559U @ 2.70GHz,"8,293",1507,13.44,$617.00*
2920,Intel Core i7-8565U @ 1.80GHz,"5,998",1888,9.75,$615.00*
2921,Intel Core i7-8565UC @ 1.80GHz,"6,187",1845,NA,NA
2922,Intel Core i7-8569U @ 2.80GHz,"8,169",1523,18.95,$431.00*
2923,Intel Core i7-860 @ 2.80GHz,"3,022",2674,75.55,$40.00
2924,Intel Core i7-860S @ 2.53GHz,"2,324",3038,23.24,$100.00*
2925,Intel Core i7-8650U @ 1.90GHz,"6,204",1839,5.91,"$1,049.00*"
2926,Intel Core i7-8665U @ 1.90GHz,"6,209",1836,8.81,$704.49*
2927,Intel Core i7-8665UE @ 1.70GHz,"5,013",2102,12.26,$409.00*
2928,Intel Core i7-870 @ 2.93GHz,"3,156",2618,16.61,$189.95
2929,Intel Core i7-8700 @ 3.20GHz,"12,768",1182,82.35,$155.05
2930,Intel Core i7-8700B @ 3.20GHz,"11,822",1236,39.02,$303.00*
2931,Intel Core i7-8700K @ 3.70GHz,"13,584",1122,97.72,$139.00
2932,Intel Core i7-8700T @ 2.40GHz,"10,180",1341,34.05,$298.95*
2933,Intel Core i7-8705G @ 3.10GHz,"7,659",1587,4.99,"$1,535.11*"
2934,Intel Core i7-8706G @ 3.10GHz,"7,582",1597,NA,NA
2935,Intel Core i7-8709G @ 3.10GHz,"7,934",1557,NA,NA
2936,Intel Core i7-870S @ 2.67GHz,"2,765",2787,NA,NA
2937,Intel Core i7-8750H @ 2.20GHz,"9,833",1371,24.89,$395.00*
2938,Intel Core i7-875K @ 2.93GHz,"3,142",2627,NA,NA
2939,Intel Core i7-880 @ 3.07GHz,"3,436",2490,49.09,$69.99*
2940,Intel Core i7-8809G @ 3.10GHz,"8,536",1485,NA,NA
2941,Intel Core i7-8850H @ 2.60GHz,"10,171",1343,25.75,$395.00*
2942,Intel Core i7-920 @ 2.67GHz,"2,851",2754,35.64,$80.00
2943,Intel Core i7-920XM @ 2.00GHz,"1,964",3259,4.92,$398.95*
2944,Intel Core i7-930 @ 2.80GHz,"2,979",2695,20.03,$148.73
2945,Intel Core i7-940 @ 2.93GHz,"3,023",2673,8.69,$348.00*
2946,Intel Core i7-940XM @ 2.13GHz,"2,265",3074,NA,NA
2947,Intel Core i7-950 @ 3.07GHz,"3,242",2580,38.53,$84.15
2948,Intel Core i7-960 @ 3.20GHz,"3,368",2527,22.45,$150.00*
2949,Intel Core i7-965 @ 3.20GHz,"3,424",2498,22.83,$149.95*
2950,Intel Core i7-970 @ 3.20GHz,"6,531",1775,12.48,$523.26
2951,Intel Core i7-9700 @ 3.00GHz,"13,245",1147,61.60,$215.00
2952,Intel Core i7-9700E @ 2.60GHz,"12,658",1190,39.19,$323.00*
2953,Intel Core i7-9700F @ 3.00GHz,"13,175",1156,50.87,$259.00
2954,Intel Core i7-9700K @ 3.60GHz,"14,417",1067,57.90,$249.00
2955,Intel Core i7-9700KF @ 3.60GHz,"14,242",1089,73.04,$195.00
2956,Intel Core i7-9700T @ 2.00GHz,"10,587",1312,32.78,$323.00*
2957,Intel Core i7-9700TE @ 1.80GHz,"10,203",1339,31.59,$323.00*
2958,Intel Core i7-975 @ 3.33GHz,"3,510",2467,7.66,$458.10*
2959,Intel Core i7-9750H @ 2.60GHz,"10,700",1308,11.15,$960.00*
2960,Intel Core i7-9750HF @ 2.60GHz,"10,490",1319,26.56,$395.00*
2961,Intel Core i7-980 @ 3.33GHz,"6,867",1716,19.62,$349.95*
2962,Intel Core i7-9800X @ 3.80GHz,"18,066",888,NA,NA
2963,Intel Core i7-980X @ 3.33GHz,"6,835",1723,136.72,$49.99*
2964,Intel Core i7-985 @ 3.47GHz,"3,928",2333,NA,NA
2965,Intel Core i7-9850H @ 2.60GHz,"10,954",1291,8.39,"$1,305.76*"
2966,Intel Core i7-9850HE @ 2.70GHz,"10,163",1345,25.73,$395.00*
2967,Intel Core i7-9850HL @ 1.90GHz,"7,897",1558,19.99,$395.00*
2968,Intel Core i7-990X @ 3.47GHz,"7,116",1673,71.17,$99.99*
2969,Intel Core i7-995X @ 3.60GHz,"7,862",1561,NA,NA
2970,Intel Core i9-10850K @ 3.60GHz,"22,093",670,105.21,$209.99
2971,Intel Core i9-10880H @ 2.30GHz,"14,250",1087,NA,NA
2972,Intel Core i9-10885H @ 2.40GHz,"14,620",1054,26.30,$556.00*
2973,Intel Core i9-10900 @ 2.80GHz,"19,408",809,49.04,$395.77
2974,Intel Core i9-10900E @ 2.80GHz,"19,469",803,43.85,$444.00*
2975,Intel Core i9-10900F @ 2.80GHz,"19,796",788,71.73,$275.99
2976,Intel Core i9-10900K @ 3.70GHz,"22,529",652,45.15,$499.00
2977,Intel Core i9-10900KF @ 3.70GHz,"22,354",661,NA,NA
2978,Intel Core i9-10900T @ 1.90GHz,"14,718",1045,42.05,$349.99*
2979,Intel Core i9-10900TE @ 1.80GHz,"14,679",1050,33.06,$444.00*
2980,Intel Core i9-10900X @ 3.70GHz,"22,425",658,47.21,$475.00
2981,Intel Core i9-10910 @ 3.60GHz,"21,456",705,NA,NA
2982,Intel Core i9-10920X @ 3.50GHz,"26,060",521,64.38,$404.80
2983,Intel Core i9-10940X @ 3.30GHz,"27,810",477,36.83,$755.00
2984,Intel Core i9-10980HK @ 2.40GHz,"15,239",1020,26.14,$583.00*
2985,Intel Core i9-10980XE @ 3.00GHz,"32,441",360,37.94,$855.00
2986,Intel Core i9-11900 @ 2.50GHz,"22,464",656,59.29,$378.89
2987,Intel Core i9-11900F @ 2.50GHz,"22,203",665,75.01,$295.99
2988,Intel Core i9-11900H @ 2.50GHz,"20,227",773,37.05,$546.00*
2989,Intel Core i9-11900K @ 3.50GHz,"25,053",550,58.27,$429.95
2990,Intel Core i9-11900KB @ 3.30GHz,"22,856",637,42.41,$539.00*
2991,Intel Core i9-11900KF @ 3.50GHz,"24,768",565,62.08,$399.00
2992,Intel Core i9-11900T @ 1.50GHz,"18,512",855,42.17,$439.00*
2993,Intel Core i9-11950H @ 2.60GHz,"21,002",726,37.77,$556.00*
2994,Intel Core i9-11980HK @ 2.60GHz,"22,516",653,38.62,$583.00*
2995,Intel Core i9-12900,"33,740",339,76.73,$439.74
2996,Intel Core i9-12900E,"28,170",456,NA,NA
2997,Intel Core i9-12900F,"36,063",307,100.21,$359.89
2998,Intel Core i9-12900H,"27,491",483,44.56,$617.00*
2999,Intel Core i9-12900HK,"25,873",527,40.75,$635.00*
3000,Intel Core i9-12900HX,"33,255",345,54.88,$606.00*
3001,Intel Core i9-12900K,"41,305",259,136.19,$303.28
3002,Intel Core i9-12900KF,"41,043",261,152.08,$269.88
3003,Intel Core i9-12900KS,"43,860",236,107.12,$409.47
3004,Intel Core i9-12900T,"29,417",424,60.16,$489.00*
3005,Intel Core i9-12900TE,"22,887",636,42.07,$544.00*
3006,Intel Core i9-12950HX,"31,643",377,53.63,$590.00*
3007,Intel Core i9-13900,"45,922",219,77.84,$589.97
3008,Intel Core i9-13900E,"40,696",263,73.46,$554.00*
3009,Intel Core i9-13900F,"50,114",184,131.88,$380.00
3010,Intel Core i9-13900H,"27,843",473,45.13,$617.00*
3011,Intel Core i9-13900HK,"28,960",439,41.55,$697.00*
3012,Intel Core i9-13900HX,"43,214",243,64.69,$668.00*
3013,Intel Core i9-13900K,"58,671",129,133.50,$439.49
3014,Intel Core i9-13900KF,"57,827",136,144.93,$399.00
3015,Intel Core i9-13900KS,"60,920",108,142.00,$429.00
3016,Intel Core i9-13900T,"42,852",247,78.05,$549.00*
3017,Intel Core i9-13900TE,"16,265",975,29.36,$554.00*
3018,Intel Core i9-13905H,"29,774",417,42.72,$697.00*
3019,Intel Core i9-13950HX,"41,863",251,70.95,$590.00*
3020,Intel Core i9-13980HX,"46,646",209,69.83,$668.00*
3021,Intel Core i9-14900,"45,616",225,75.24,$606.29
3022,Intel Core i9-14900F,"46,698",207,83.39,$559.97
3023,Intel Core i9-14900HX,"45,306",228,66.72,$679.00*
3024,Intel Core i9-14900K,"58,922",123,140.72,$418.72
3025,Intel Core i9-14900KF,"58,717",128,138.16,$424.99*
3026,Intel Core i9-14900KS,"60,758",109,88.18,$689.00
3027,Intel Core i9-14900T,"40,617",264,73.98,$549.00*
3028,Intel Core i9-7900X @ 3.30GHz,"21,040",723,71.32,$295.00
3029,Intel Core i9-7920X @ 2.90GHz,"23,560",608,162.48,$145.00
3030,Intel Core i9-7940X @ 3.10GHz,"25,643",533,85.48,$300.00
3031,Intel Core i9-7960X @ 2.80GHz,"28,136",458,NA,NA
3032,Intel Core i9-7980XE @ 2.60GHz,"29,829",415,9.22,"$3,235.10*"
3033,Intel Core i9-8950HK @ 2.90GHz,"10,391",1325,17.82,$583.00*
3034,Intel Core i9-9820X @ 3.30GHz,"20,452",755,32.83,$623.05
3035,Intel Core i9-9880H @ 2.30GHz,"13,607",1121,24.47,$556.00*
3036,Intel Core i9-9900 @ 3.10GHz,"16,329",968,40.25,$405.69
3037,Intel Core i9-9900B @ 3.10GHz,"15,893",991,NA,NA
3038,Intel Core i9-9900K @ 3.60GHz,"18,172",879,52.12,$348.69
3039,Intel Core i9-9900KF @ 3.60GHz,"18,103",886,51.87,$349.00
3040,Intel Core i9-9900KS @ 4.00GHz,"19,458",804,14.01,"$1,389.00*"
3041,Intel Core i9-9900T @ 2.10GHz,"13,219",1152,30.11,$439.00*
3042,Intel Core i9-9900X @ 3.50GHz,"21,670",693,63.74,$340.00
3043,Intel Core i9-9920X @ 3.50GHz,"25,094",548,NA,NA
3044,Intel Core i9-9940X @ 3.30GHz,"28,117",459,NA,NA
3045,Intel Core i9-9960X @ 3.10GHz,"29,901",412,29.90,$999.99
3046,Intel Core i9-9980HK @ 2.40GHz,"14,015",1102,24.04,$583.00*
3047,Intel Core i9-9980XE @ 3.00GHz,"31,654",376,43.06,$735.19
3048,Intel Core i9-9990XE @ 4.00GHz,"30,162",404,13.94,"$2,163.00*"
3049,Intel Core M-5Y10 @ 0.80GHz,"1,644",3479,NA,NA
3050,Intel Core M-5Y10a @ 0.80GHz,"1,905",3300,NA,NA
3051,Intel Core M-5Y10c @ 0.80GHz,"1,906",3298,6.78,$281.00*
3052,Intel Core M-5Y31 @ 0.90GHz,"1,896",3309,NA,NA
3053,Intel Core M-5Y51 @ 1.10GHz,"2,036",3211,NA,NA
3054,Intel Core M-5Y70 @ 1.10GHz,"1,872",3321,NA,NA
3055,Intel Core M-5Y71 @ 1.20GHz,"2,013",3232,7.16,$281.00*
3056,Intel Core m3-6Y30 @ 0.90GHz,"2,178",3134,7.75,$281.00*
3057,Intel Core m3-7Y30 @ 1.00GHz,"2,545",2909,NA,NA
3058,Intel Core m3-7Y32 @ 1.10GHz,"2,729",2805,NA,NA
3059,Intel Core m3-8100Y @ 1.10GHz,"2,770",2784,9.86,$281.00*
3060,Intel Core m5-6Y54 @ 1.10GHz,"2,280",3062,NA,NA
3061,Intel Core m5-6Y57 @ 1.10GHz,"2,349",3026,NA,NA
3062,Intel Core m5-7Y54 @ 1.20GHz,"1,475",3599,NA,NA
3063,Intel Core m7-6Y75 @ 1.20GHz,"2,362",3016,NA,NA
3064,Intel Core Solo T1300 @ 1.66GHz,210,4983,NA,NA
3065,Intel Core Solo T1350 @ 1.86GHz,194,5010,NA,NA
3066,Intel Core Solo T1400 @ 1.83GHz,253,4919,NA,NA
3067,Intel Core Solo U1300 @ 1.06GHz,127,5102,NA,NA
3068,Intel Core Solo U1400 @ 1.20GHz,130,5100,NA,NA
3069,Intel Core Solo U1500 @ 1.33GHz,164,5054,NA,NA
3070,Intel Core Ultra 5 125H,"21,129",721,NA,NA
3071,Intel Core Ultra 5 125U,"17,572",908,48.41,$363.00*
3072,Intel Core Ultra 5 134U,"12,667",1189,38.16,$332.00*
3073,Intel Core Ultra 5 135H,"22,468",655,NA,NA
3074,Intel Core Ultra 5 135U,"17,470",916,NA,NA
3075,Intel Core Ultra 5 225,"30,727",393,128.68,$238.78
3076,Intel Core Ultra 5 225F,"31,023",388,135.60,$228.78
3077,Intel Core Ultra 5 225H,"29,856",414,NA,NA
3078,Intel Core Ultra 5 225T,"23,640",603,NA,NA
3079,Intel Core Ultra 5 225U,"19,200",816,NA,NA
3080,Intel Core Ultra 5 226V,"18,875",834,NA,NA
3081,Intel Core Ultra 5 228V,"16,816",948,NA,NA
3082,Intel Core Ultra 5 235,"40,533",266,157.72,$257.00
3083,Intel Core Ultra 5 235H,"26,826",500,NA,NA
3084,Intel Core Ultra 5 235T,"34,359",327,139.11,$247.00*
3085,Intel Core Ultra 5 235U,"17,430",919,52.50,$332.00*
3086,Intel Core Ultra 5 236V,"19,030",828,47.22,$403.00*
3087,Intel Core Ultra 5 238V,"18,577",852,40.92,$454.00*
3088,Intel Core Ultra 5 245,"38,104",289,NA,NA
3089,Intel Core Ultra 5 245K,"43,601",242,155.72,$279.99
3090,Intel Core Ultra 5 245KF,"43,604",241,153.00,$284.99
3091,Intel Core Ultra 5 245T,"31,782",372,117.71,$270.00*
3092,Intel Core Ultra 7 155H,"24,960",556,49.62,$503.00*
3093,Intel Core Ultra 7 155U,"16,478",960,33.63,$490.00*
3094,Intel Core Ultra 7 164U,"13,279",1145,NA,NA
3095,Intel Core Ultra 7 165H,"26,021",524,NA,NA
3096,Intel Core Ultra 7 165U,"17,169",933,NA,NA
3097,Intel Core Ultra 7 255H,"30,346",401,NA,NA
3098,Intel Core Ultra 7 255HX,"54,304",160,NA,NA
3099,Intel Core Ultra 7 255U,"18,848",837,NA,NA
3100,Intel Core Ultra 7 256V,"19,910",784,NA,NA
3101,Intel Core Ultra 7 258V,"19,167",818,NA,NA
3102,Intel Core Ultra 7 265,"49,128",191,132.78,$369.99
3103,Intel Core Ultra 7 265F,"49,105",192,145.37,$337.79
3104,Intel Core Ultra 7 265H,"33,808",337,NA,NA
3105,Intel Core Ultra 7 265HX,"46,443",210,NA,NA
3106,Intel Core Ultra 7 265K,"58,812",125,200.92,$292.72
3107,Intel Core Ultra 7 265KF,"58,894",124,196.32,$299.99
3108,Intel Core Ultra 7 265T,"36,535",303,NA,NA
3109,Intel Core Ultra 7 265U,"19,121",820,NA,NA
3110,Intel Core Ultra 7 266V,"20,410",758,39.25,$520.00*
3111,Intel Core Ultra 7 268V,"20,180",776,NA,NA
3112,Intel Core Ultra 9 185H,"29,421",423,NA,NA
3113,Intel Core Ultra 9 275HX,"55,778",152,NA,NA
3114,Intel Core Ultra 9 285,"56,315",150,95.45,$589.99
3115,Intel Core Ultra 9 285H,"32,829",353,50.43,$651.00*
3116,Intel Core Ultra 9 285HX,"60,687",110,NA,NA
3117,Intel Core Ultra 9 285K,"67,800",81,115.11,$588.99
3118,Intel Core Ultra 9 285T,"37,308",297,67.96,$549.00*
3119,Intel Core Ultra 9 288V,"20,308",767,NA,NA
3120,Intel Core2 Duo E4300 @ 1.80GHz,588,4504,15.08,$39.00*
3121,Intel Core2 Duo E4400 @ 2.00GHz,737,4328,36.89,$19.99*
3122,Intel Core2 Duo E4500 @ 2.20GHz,743,4320,67.52,$11.00*
3123,Intel Core2 Duo E4600 @ 2.40GHz,875,4164,5.54,$157.95*
3124,Intel Core2 Duo E4700 @ 2.60GHz,992,4043,36.75,$26.99*
3125,Intel Core2 Duo E6300 @ 1.86GHz,652,4436,7.24,$89.95*
3126,Intel Core2 Duo E6320 @ 1.86GHz,717,4354,17.94,$39.99*
3127,Intel Core2 Duo E6400 @ 2.13GHz,774,4282,25.86,$29.94*
3128,Intel Core2 Duo E6420 @ 2.13GHz,752,4306,18.79,$39.99*
3129,Intel Core2 Duo E6540 @ 2.33GHz,808,4234,NA,NA
3130,Intel Core2 Duo E6550 @ 2.33GHz,909,4128,68.34,$13.30*
3131,Intel Core2 Duo E6600 @ 2.40GHz,942,4092,53.98,$17.46*
3132,Intel Core2 Duo E6700 @ 2.66GHz,975,4058,32.51,$29.99*
3133,Intel Core2 Duo E6750 @ 2.66GHz,"1,023",4010,99.28,$10.30*
3134,Intel Core2 Duo E6850 @ 3.00GHz,"1,159",3867,22.63,$51.20*
3135,Intel Core2 Duo E7200 @ 2.53GHz,991,4044,21.09,$47.00*
3136,Intel Core2 Duo E7300 @ 2.66GHz,948,4088,18.97,$49.96*
3137,Intel Core2 Duo E7400 @ 2.80GHz,"1,038",3994,21.19,$48.99*
3138,Intel Core2 Duo E7500 @ 2.93GHz,"1,150",3879,7.72,$149.00*
3139,Intel Core2 Duo E7600 @ 3.06GHz,"1,144",3883,9.54,$119.95*
3140,Intel Core2 Duo E8135 @ 2.40GHz,973,4059,NA,NA
3141,Intel Core2 Duo E8135 @ 2.66GHz,"1,112",3909,NA,NA
3142,Intel Core2 Duo E8200 @ 2.66GHz,"1,140",3889,15.00,$75.99*
3143,Intel Core2 Duo E8235 @ 2.80GHz,"1,020",4017,NA,NA
3144,Intel Core2 Duo E8290 @ 2.83GHz,"1,408",3650,NA,NA
3145,Intel Core2 Duo E8300 @ 2.83GHz,"1,019",4018,50.99,$19.99*
3146,Intel Core2 Duo E8335 @ 2.66GHz,"1,121",3902,NA,NA
3147,Intel Core2 Duo E8335 @ 2.93GHz,"1,060",3972,NA,NA
3148,Intel Core2 Duo E8400 @ 3.00GHz,"1,211",3810,52.57,$23.03
3149,Intel Core2 Duo E8435 @ 3.06GHz,"1,104",3917,18.41,$59.99*
3150,Intel Core2 Duo E8500 @ 3.16GHz,"1,293",3735,11.76,$109.95*
3151,Intel Core2 Duo E8600 @ 3.33GHz,"1,364",3681,13.78,$98.95
3152,Intel Core2 Duo L7100 @ 1.20GHz,467,4644,NA,NA
3153,Intel Core2 Duo L7300 @ 1.40GHz,536,4576,NA,NA
3154,Intel Core2 Duo L7400 @ 1.50GHz,516,4597,NA,NA
3155,Intel Core2 Duo L7500 @ 1.60GHz,657,4428,NA,NA
3156,Intel Core2 Duo L7700 @ 1.80GHz,677,4402,NA,NA
3157,Intel Core2 Duo L7800 @ 2.00GHz,680,4401,NA,NA
3158,Intel Core2 Duo L9300 @ 1.60GHz,690,4387,NA,NA
3159,Intel Core2 Duo L9600 @ 2.13GHz,788,4265,NA,NA
3160,Intel Core2 Duo P7350 @ 2.00GHz,726,4343,36.33,$19.99*
3161,Intel Core2 Duo P7370 @ 2.00GHz,790,4261,NA,NA
3162,Intel Core2 Duo P7450 @ 2.13GHz,793,4257,19.82,$39.99*
3163,Intel Core2 Duo P7550 @ 2.26GHz,830,4218,3.61,$229.99*
3164,Intel Core2 Duo P7570 @ 2.26GHz,870,4169,NA,NA
3165,Intel Core2 Duo P8400 @ 2.26GHz,865,4176,2.91,$297.01*
3166,Intel Core2 Duo P8600 @ 2.40GHz,855,4185,17.38,$49.18*
3167,Intel Core2 Duo P8700 @ 2.53GHz,949,4087,11.17,$84.95*
3168,Intel Core2 Duo P8800 @ 2.66GHz,937,4095,16.44,$56.99*
3169,Intel Core2 Duo P9300 @ 2.26GHz,952,4085,NA,NA
3170,Intel Core2 Duo P9500 @ 2.53GHz,993,4041,0.99,$998.99*
3171,Intel Core2 Duo P9600 @ 2.53GHz,"1,040",3992,46.23,$22.50*
3172,Intel Core2 Duo P9600 @ 2.66GHz,"1,093",3925,NA,NA
3173,Intel Core2 Duo P9700 @ 2.80GHz,"1,178",3849,NA,NA
3174,Intel Core2 Duo SL9400 @ 1.86GHz,759,4296,3.00,$253.00*
3175,Intel Core2 Duo SP9400 @ 2.40GHz,870,4168,3.06,$284.00*
3176,Intel Core2 Duo SU9400 @ 1.40GHz,521,4589,NA,NA
3177,Intel Core2 Duo T5200 @ 1.60GHz,470,4640,NA,NA
3178,Intel Core2 Duo T5250 @ 1.50GHz,556,4546,6.18,$89.95*
3179,Intel Core2 Duo T5270 @ 1.40GHz,427,4679,NA,NA
3180,Intel Core2 Duo T5300 @ 1.73GHz,530,4583,NA,NA
3181,Intel Core2 Duo T5450 @ 1.66GHz,583,4512,NA,NA
3182,Intel Core2 Duo T5470 @ 1.60GHz,590,4502,NA,NA
3183,Intel Core2 Duo T5500 @ 1.66GHz,567,4529,NA,NA
3184,Intel Core2 Duo T5550 @ 1.83GHz,638,4449,NA,NA
3185,Intel Core2 Duo T5600 @ 1.83GHz,675,4405,NA,NA
3186,Intel Core2 Duo T5670 @ 1.80GHz,620,4468,NA,NA
3187,Intel Core2 Duo T5750 @ 2.00GHz,710,4361,71.04,$9.99*
3188,Intel Core2 Duo T5800 @ 2.00GHz,637,4451,NA,NA
3189,Intel Core2 Duo T5850 @ 2.16GHz,721,4349,25.96,$27.79*
3190,Intel Core2 Duo T5870 @ 2.00GHz,705,4365,NA,NA
3191,Intel Core2 Duo T5900 @ 2.20GHz,652,4435,NA,NA
3192,Intel Core2 Duo T6400 @ 2.00GHz,731,4336,48.79,$14.99*
3193,Intel Core2 Duo T6500 @ 2.10GHz,744,4318,49.62,$14.99*
3194,Intel Core2 Duo T6570 @ 2.10GHz,774,4281,20.11,$38.50*
3195,Intel Core2 Duo T6600 @ 2.20GHz,799,4248,19.99,$39.97*
3196,Intel Core2 Duo T6670 @ 2.20GHz,832,4215,NA,NA
3197,Intel Core2 Duo T7100 @ 1.80GHz,599,4490,39.94,$14.99*
3198,Intel Core2 Duo T7200 @ 2.00GHz,735,4332,8.18,$89.95*
3199,Intel Core2 Duo T7250 @ 2.00GHz,697,4376,3.46,$201.48*
3200,Intel Core2 Duo T7300 @ 2.00GHz,693,4381,7.71,$89.95*
3201,Intel Core2 Duo T7400 @ 2.16GHz,765,4288,5.10,$149.95*
3202,Intel Core2 Duo T7500 @ 2.20GHz,836,4210,14.17,$59.00*
3203,Intel Core2 Duo T7600 @ 2.33GHz,791,4259,7.92,$99.95*
3204,Intel Core2 Duo T7700 @ 2.40GHz,943,4091,7.25,$129.95*
3205,Intel Core2 Duo T7800 @ 2.60GHz,905,4132,1.49,$607.99*
3206,Intel Core2 Duo T8100 @ 2.10GHz,779,4276,9.99,$77.99
3207,Intel Core2 Duo T8300 @ 2.40GHz,902,4137,8.28,$108.95*
3208,Intel Core2 Duo T9300 @ 2.50GHz,981,4053,10.33,$94.95*
3209,Intel Core2 Duo T9400 @ 2.53GHz,"1,003",4033,28.69,$34.95*
3210,Intel Core2 Duo T9500 @ 2.60GHz,"1,041",3991,9.63,$108.02*
3211,Intel Core2 Duo T9550 @ 2.66GHz,989,4047,3.31,$298.95*
3212,Intel Core2 Duo T9600 @ 2.80GHz,"1,080",3946,19.65,$54.95*
3213,Intel Core2 Duo T9800 @ 2.93GHz,"1,193",3831,2.81,$423.89*
3214,Intel Core2 Duo T9900 @ 3.06GHz,"1,199",3823,3.00,$398.95*
3215,Intel Core2 Duo U7300 @ 1.30GHz,537,4573,NA,NA
3216,Intel Core2 Duo U7500 @ 1.06GHz,392,4729,NA,NA
3217,Intel Core2 Duo U7600 @ 1.20GHz,347,4775,NA,NA
3218,Intel Core2 Duo U7700 @ 1.33GHz,420,4686,NA,NA
3219,Intel Core2 Duo U9300 @ 1.20GHz,447,4661,NA,NA
3220,Intel Core2 Duo U9600 @ 1.60GHz,587,4506,NA,NA
3221,Intel Core2 Extreme Q6800 @ 2.93GHz,"2,145",3150,1.91,"$1,125.00*"
3222,Intel Core2 Extreme Q6850 @ 3.00GHz,"2,242",3097,1.50,"$1,495.95*"
3223,Intel Core2 Extreme Q9200 @ 2.40GHz,"2,011",3233,NA,NA
3224,Intel Core2 Extreme Q9300 @ 2.53GHz,"1,993",3245,NA,NA
3225,Intel Core2 Extreme X6800 @ 2.93GHz,"1,095",3923,4.15,$263.64*
